"UniqueID","Probability1"
11862,0.246153846153846
11863,0.205128205128205
11864,0
11865,0.842465753424658
11866,0.666666666666667
11867,0.155688622754491
11868,0.08
11869,0.153846153846154
11870,0
11871,0.950520833333333
11872,0.421052631578947
11873,0.875
11874,0.180327868852459
11875,0.695652173913044
11876,0.155688622754491
11877,0.653061224489796
11878,0.285714285714286
11879,0.421052631578947
11880,0.153846153846154
11881,0.533333333333333
11882,0.155688622754491
11883,0.155688622754491
11884,0.153846153846154
11885,0.246153846153846
11886,0.155688622754491
11887,0.153846153846154
11888,0.155688622754491
11889,0.155688622754491
11890,0.08
11891,0.950520833333333
11892,0.421052631578947
11893,0.653061224489796
11894,0.246153846153846
11895,0.155688622754491
11896,0.155688622754491
11897,0.153846153846154
11898,0.153846153846154
11899,0.111111111111111
11900,0.180327868852459
11901,0.909090909090909
11902,0.722222222222222
11903,0.155688622754491
11904,0.155688622754491
11905,0.155688622754491
11906,0.950520833333333
11907,0.155688622754491
11908,0.205128205128205
11909,0.155688622754491
11910,0.0285714285714286
11911,0.272727272727273
11912,0.155688622754491
11913,0.950520833333333
11914,0.222222222222222
11915,0.153846153846154
11916,0.155688622754491
11917,0.155688622754491
11918,0.842465753424658
11919,0.0285714285714286
11920,0.666666666666667
11921,0.180327868852459
11922,0.950520833333333
11923,0.950520833333333
11924,0.285714285714286
11925,0.950520833333333
11926,0.666666666666667
11927,0.842465753424658
11928,0.272727272727273
11929,0.155688622754491
11930,0.950520833333333
11931,0.666666666666667
11932,0.155688622754491
11933,0.142857142857143
11934,0.180327868852459
11935,0.205128205128205
11936,0.155688622754491
11937,0.950520833333333
11938,0.909090909090909
11939,0.155688622754491
11940,0.777777777777778
11941,0.285714285714286
11942,0.842465753424658
11943,0.155688622754491
11944,0.842465753424658
11945,0.950520833333333
11946,0.842465753424658
11947,0.950520833333333
11948,0.153846153846154
11949,0.950520833333333
11950,0.842465753424658
11951,0.155688622754491
11952,0.155688622754491
11953,0.950520833333333
11954,0.153846153846154
11955,0.950520833333333
11956,0.950520833333333
11957,0.695652173913044
11958,0.155688622754491
11959,0.842465753424658
11960,0.950520833333333
11961,0.950520833333333
11962,0.180327868852459
11963,0.205128205128205
11964,0.246153846153846
11965,0.155688622754491
11966,0.950520833333333
11967,0.842465753424658
11968,0.653061224489796
11969,0.842465753424658
11970,0.842465753424658
11971,0.695652173913044
11972,0.842465753424658
11973,0.950520833333333
11974,0.950520833333333
11975,0.950520833333333
11976,0.238095238095238
11977,0.950520833333333
11978,0.653061224489796
11979,0.950520833333333
11980,0.842465753424658
11981,0.842465753424658
11982,0.842465753424658
11983,0.950520833333333
11984,0.842465753424658
11985,0.950520833333333
11986,0.714285714285714
11987,0.842465753424658
11988,0.180327868852459
11989,0.950520833333333
11990,0.842465753424658
11991,0.950520833333333
11992,0.722222222222222
11993,0.950520833333333
11994,0.155688622754491
11995,0.653061224489796
11996,0.842465753424658
11997,0.236842105263158
11998,0.421052631578947
11999,0.246153846153846
12000,0.842465753424658
12001,0.842465753424658
12002,0.950520833333333
12003,0.950520833333333
12004,0.950520833333333
12005,0.950520833333333
12006,0.842465753424658
12007,0.842465753424658
12008,0.722222222222222
12009,0.695652173913044
12010,0.950520833333333
12011,0.950520833333333
12012,0.714285714285714
12013,0.153846153846154
12014,0.153846153846154
12015,0.842465753424658
12016,0.666666666666667
12017,0.950520833333333
12018,0.950520833333333
12019,0.842465753424658
12020,0.950520833333333
12021,0.950520833333333
12022,0.950520833333333
12023,0.950520833333333
12024,0.08
12025,0.950520833333333
12026,0.950520833333333
12027,0.950520833333333
12028,0.533333333333333
12029,0.722222222222222
12030,0.950520833333333
12031,0.950520833333333
12032,0.285714285714286
12033,0.142857142857143
12034,0.533333333333333
12035,0.155688622754491
12036,0.155688622754491
12037,0.246153846153846
12038,0.571428571428571
12039,0.695652173913044
12040,0.155688622754491
12041,0.695652173913044
12042,0.842465753424658
12043,0.155688622754491
12044,0.842465753424658
12045,0.236842105263158
12046,0.842465753424658
12047,0.155688622754491
12048,0.950520833333333
12049,0.950520833333333
12050,0.571428571428571
12051,0.950520833333333
12052,0.272727272727273
12053,0.653061224489796
12054,0.0285714285714286
12055,0.950520833333333
12056,0.842465753424658
12057,0.180327868852459
12058,0.909090909090909
12059,0.375
12060,0.421052631578947
12061,0.950520833333333
12062,0.950520833333333
12063,0.653061224489796
12064,0.653061224489796
12065,0.842465753424658
12066,0.142857142857143
12067,0.842465753424658
12068,0.950520833333333
12069,0.155688622754491
12070,0.155688622754491
12071,0.714285714285714
12072,0.842465753424658
12073,0.950520833333333
12074,0.238095238095238
12075,0.238095238095238
12076,0.950520833333333
12077,0.08
12078,0.538461538461538
12079,0.653061224489796
12080,0.695652173913044
12081,0.722222222222222
12082,0.842465753424658
12083,0.950520833333333
12084,0.950520833333333
12085,0.180327868852459
12086,0.714285714285714
12087,0.950520833333333
12088,0.0285714285714286
12089,0.842465753424658
